Algeria,https://zenodo.org/record/5751794/files/Algeria NZv2 SAND.xlsm
Angola,https://zenodo.org/record/7526314/files/Angola_NZv2_SAND.xlsm
Argentina,https://zenodo.org/record/7526317/files/Argentina_NZv2_SAND.xlsm
Benin,https://zenodo.org/record/7526324/files/Benin NZv2 SAND.xlsm
Bolivia,https://zenodo.org/record/7526325/files/Bolivia_NZv2_SAND.xlsm
Botswana,https://zenodo.org/record/7526326/files/Botswana NZv2 SAND.xlsm
Brazil,https://zenodo.org/record/7526327/files/Brazil_NZv2_SAND.xlsm
Burkina Faso,https://zenodo.org/record/7526328/files/Burkina Faso NZv2 SAND.xlsm
Burundi,https://zenodo.org/record/7526329/files/Burundi_NZv2_SAND.xlsm
Cambodia,https://zenodo.org/record/7526330/files/Cambodia_NZv2_SAND.xlsm
Cameroon,https://zenodo.org/record/7526331/files/Cameroon_NZv2_SAND.xlsm
Chad,https://zenodo.org/record/7526333/files/Chad_NZv2_SAND.xlsm
Chile,https://zenodo.org/record/7526334/files/Chile_NZv2_SAND.xlsm
Colombia,https://zenodo.org/record/7526335/files/Colombia_NZv2_SAND.xlsm
Cote d'Ivoire,https://zenodo.org/record/7526338/files/Ivory Coast NZv2 SAND.xlsm
Democratic Republic of Congo,https://zenodo.org/record/7526337/files/CongoDemRep_NZv2_SAND.xlsm
Djibouti,https://zenodo.org/record/7526339/files/Djibouti_NZv2_SAND.xlsm
Ecuador,https://zenodo.org/record/7526340/files/Ecuador_NZv2_SAND.xlsm
Eritrea,https://zenodo.org/record/7526343/files/Eritrea_NZv2_SAND.xlsm
Eswatini,https://zenodo.org/record/7538937/files/Eswatini_NZv2_SAND.xlsm
Ethiopia,https://zenodo.org/record/7538968/files/Ethiopia NZv2 SAND.xlsm
Gabon,https://zenodo.org/record/7538982/files/Gabon_NZv2_SAND.xlsm
Gambia,https://zenodo.org/record/7539007/files/Gambia NZv2 SAND.xlsm
Ghana,https://zenodo.org/record/7539012/files/Ghana NZv2 SAND.xlsm
Guinea,https://zenodo.org/record/7539053/files/Guinea_NZv2_SAND.xlsm
Guinea-Bissau,https://zenodo.org/record/7539030/files/Guinea_Bissau_NZv2_SAND.xlsm
Kenya,https://zenodo.org/record/7539097/files/Kenya NZv2 SAND.xlsm
Laos,https://zenodo.org/record/7539123/files/Lao NZv2 SAND.xlsm
Lesotho,https://zenodo.org/record/7539124/files/Lesotho_NZv2_SAND.xlsm
Liberia,https://zenodo.org/record/7539162/files/Liberia_NZv2_SAND.xlsm
Libya,https://zenodo.org/record/7539255/files/Libya NZv2 SAND.xlsm
Malawi,https://zenodo.org/record/7539262/files/Malawi NZv2 SAND.xlsm
Malaysia,https://zenodo.org/record/7539356/files/Malaysia_NZv2_SAND.xlsm
Mali,https://zenodo.org/record/7539414/files/Mali_NZv2_SAND.xlsm
Mauritania,https://zenodo.org/record/7539448/files/Mauritania_NZv2_SAND.xlsm
Morocco,https://zenodo.org/record/7539469/files/Morocco NZv2 SAND.xlsm
Mozambique,https://zenodo.org/record/7539477/files/Mozambique_NZv2_SAND.xlsm
Myanmar,https://zenodo.org/record/7539481/files/Myanmar_NZv2_SAND.xlsm
Namibia,https://zenodo.org/record/7539485/files/Namibia_NZv2_SAND.xlsm
Niger,https://zenodo.org/record/7539495/files/Niger_NZv2_SAND.xlsm
Paraguay,https://zenodo.org/record/7539522/files/Paraguay_NZv2_SAND.xlsm
Philippines,https://zenodo.org/record/7540259/files/Philippines NZv2 SAND.xlsm
Rwanda,https://zenodo.org/record/7540320/files/Rwanda NZv2 SAND.xlsm
Senegal,https://zenodo.org/record/7540414/files/Senegal NZv2 SAND.xlsm
Somalia,https://zenodo.org/record/7540465/files/Somalia_NZv2_SAND.xlsm
South Africa,https://zenodo.org/record/7540548/files/South Africa NZv2 SAND.xlsm
South Korea,https://zenodo.org/record/7540262/files/Republic_of_Korea_NZv2_SAND.xlsm
South Sudan,https://zenodo.org/record/7540557/files/SouthSudan_NZv2_SAND.xlsm
Tanzania,https://zenodo.org/record/7540848/files/Tanzania_NZv2_SAND.xlsm
Thailand,https://zenodo.org/record/7541032/files/Thailand_NZv2_SAND.xlsm
Togo,https://zenodo.org/record/7541512/files/Togo NZv2 SAND.xlsm
Tunisia,https://zenodo.org/record/7541154/files/Tunisia NZv2 SAND.xlsm
Uganda,https://zenodo.org/record/7542330/files/Uganda NZv2 SAND.xlsm
Uruguay,https://zenodo.org/record/7542364/files/Uruguay_NZv2_SAND.xlsm
Venezuela,https://zenodo.org/record/7542423/files/Venezuela_NZv2_SAND.xlsm
Vietnam,https://zenodo.org/record/7541226/files/Vietnam NZv2 SAND.xlsm
Zambia,https://zenodo.org/record/7541227/files/Zambia NZv2 SAND.xlsm
Zimbabwe,https://zenodo.org/record/7541285/files/Zimbabwe NZv2 SAND.xlsm
